,tweets
367,"['Musafir54887259', 'in', datetime.datetime(2019, 11, 7, 12, 39, 42), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', '']"
368,"['SinggihPutranto', 'in', datetime.datetime(2019, 11, 7, 12, 14, 40), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jonggol, Indonesia']"
369,"['billyktm', 'in', datetime.datetime(2019, 11, 7, 12, 11, 25), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta Capital Region, Indone']"
370,"['dnstywn', 'in', datetime.datetime(2019, 11, 7, 11, 56, 52), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'Diatas/Dibawah tanah Jakarta']"
371,"['dwinovaseptiani', 'in', datetime.datetime(2019, 11, 7, 11, 55, 27), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'Tangerang Selatan']"
372,"['aden_zieger', 'in', datetime.datetime(2019, 11, 7, 11, 50, 41), 0, '@cantonaisme @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Ini contoh polisi yang mengayomi dan melindungi masyarakat nya terimakasih buat bapak polisi semoga Allah swt selalu memberikan kesehatan pada bapak dilancarkan dalam bertugas', 'Bogor']"
373,"['DalimunthePiko', 'in', datetime.datetime(2019, 11, 7, 11, 45, 48), 0, '@cantonaisme @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Teruslah berbuat baik Polisiku...❤', 'Indonesia']"
374,"['ikhzayn', 'in', datetime.datetime(2019, 11, 7, 11, 31, 45), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', '']"
375,"['callmetiarara', 'in', datetime.datetime(2019, 11, 7, 11, 31, 38), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', '']"
376,"['RyanBakkaru', 'in', datetime.datetime(2019, 11, 7, 11, 28, 52), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'Bekas Ibukota Jakarta']"
377,"['rauh_welt_b', 'in', datetime.datetime(2019, 11, 7, 11, 28, 14), 0, '@mrtjakarta @MrTJKT anak jaksel naik kereta', '']"
378,"['rauh_welt_b', 'in', datetime.datetime(2019, 11, 7, 11, 27, 16), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', '']"
379,"['zakiakhmad', 'in', datetime.datetime(2019, 11, 7, 11, 25, 11), 225, 'RT @PT_TransJakarta: Sahabat TiJe, rute 6R: Ragunan - St, MRT Fatmawati sudah mulai beroperasi melayani pelanggan hari ini. Jadi pelanggan…', 'Aurora Borealis']"
380,"['GoRidePetualAng', 'in', datetime.datetime(2019, 11, 7, 11, 22, 45), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'BerpetualAng bareng kamu...']"
381,"['fadhilakbarmrsh', 'in', datetime.datetime(2019, 11, 7, 11, 22, 4), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'Bogor, Jawa Barat']"
382,"['moehcoffe', 'in', datetime.datetime(2019, 11, 7, 11, 21, 10), 0, '@cantonaisme @ridwanhr @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Husnudzon aja mungkin dia itu istri nya', '']"
383,"['unggulol', 'in', datetime.datetime(2019, 11, 7, 11, 20, 56), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta Capital Region, Indonesia']"
384,"['adijayaku', 'in', datetime.datetime(2019, 11, 7, 11, 20, 29), 12, 'RT @mrtjakarta: Sekarang udah gampang ngelewatin macetnya jalanan kota buat ke @urbansneakersociety dengan Official Transportation Solution…', 'Jakarta']"
385,"['naomitobing', 'in', datetime.datetime(2019, 11, 7, 11, 15, 23), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta']"
386,"['sherlydarmali', 'in', datetime.datetime(2019, 11, 7, 11, 15), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'ÜT: -6.118119,106.703196']"
387,"['first_alchemy', 'in', datetime.datetime(2019, 11, 7, 11, 3, 43), 0, '@mrtjakarta Selamat sore kaka Admin, apa ada usaha agar perimeter akses sekitar stasiun mrt bersih dari pedagang kaki lima? Bila ada, di trotoar lebak bulus grab dekat poins square sudah ada yg mulai jualan, mohon dicek, terima kasih.', 'Jakarta Capital Region, Indonesia']"
388,"['Adiiit', 'in', datetime.datetime(2019, 11, 7, 10, 59, 1), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', '']"
389,"['sinqint', 'in', datetime.datetime(2019, 11, 7, 10, 55, 52), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Trees']"
390,"['bayu8drmwn', 'in', datetime.datetime(2019, 11, 7, 10, 53, 8), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Tangerang Selatan']"
391,"['refalkamia', 'in', datetime.datetime(2019, 11, 7, 10, 51, 48), 0, '@cantonaisme @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Plot twist : itu bininya', '']"
392,"['wisnusudibjo', 'in', datetime.datetime(2019, 11, 7, 10, 48, 1), 0, '@cantonaisme @mrtjakarta @TMCPoldaMetro @DivHumas_Polri @DKIJakarta , usul sebaiknya ada eskalator baik untuk naik dan turun ke stasiun MRT. Sebab menuruni tangga itu justru adalah beban yang paling berat buat kaki. Terima kasih.', '']"
393,"['Surga_Paradise', 'in', datetime.datetime(2019, 11, 7, 10, 45, 20), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', '']"
394,"['kidnappedally', 'in', datetime.datetime(2019, 11, 7, 10, 43, 6), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta. Indonesia']"
395,"['ZupHomeez', 'in', datetime.datetime(2019, 11, 7, 10, 35, 41), 0, '@cantonaisme @ridwanhr @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Appreciation ke Pak Polisi nya 👏🏼👏🏼👏🏼👍🏼\nBelanjaan nya di bawa sendiri.. 😃😃🤭\nEmang nggak ada elevator yaa di Station Benhil @mrtjakarta ??\nCuman nanya yaa,, jgn di anggap apa2. 🙏🏼🙏🏼', 'Singapore']"
396,"['Wildan_Random', 'in', datetime.datetime(2019, 11, 7, 10, 23, 34), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Bogor,Indonesia']"
397,"['YessyCd', 'in', datetime.datetime(2019, 11, 7, 10, 23, 19), 0, '@cantonaisme @ridwanhr @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Jangan2 suaminya 😋', '']"
398,"['aangmaulana', 'in', datetime.datetime(2019, 11, 7, 10, 12, 51), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Poris van Java, Tangerang']"
399,"['rayqusa', 'in', datetime.datetime(2019, 11, 7, 10, 10, 26), 0, '@cantonaisme @ridwanhr @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Ternyata ibunya', 'ÜT: -6.95529,110.46467']"
400,"['faldyadhoez', 'in', datetime.datetime(2019, 11, 7, 10, 9, 10), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'bandung']"
401,"['jpwidyangga', 'in', datetime.datetime(2019, 11, 7, 10, 6, 35), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta Capital Region, Indonesia']"
402,"['Dims_9601', 'in', datetime.datetime(2019, 11, 7, 10, 5, 34), 0, '@cantonaisme @ridwanhr @mrtjakarta @TMCPoldaMetro @DivHumas_Polri Polisi emang baik baik,cuma suka ada aja oknum oknum yang bikin nama kepolisian kurang baik', 'Depok, Indonesia']"
403,"['rizky_wahyu', 'in', datetime.datetime(2019, 11, 7, 10, 5, 9), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'INDONESIA']"
404,"['ridwanhr', 'in', datetime.datetime(2019, 11, 7, 10, 4, 32), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'jalansantai@gmail.com']"
405,"['safwanNur_', 'in', datetime.datetime(2019, 11, 7, 10, 0, 17), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Jakarta, Indonesia']"
406,"['indrajitender', 'in', datetime.datetime(2019, 11, 7, 9, 57, 41), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Bandung, Indonesia']"
407,"['mouldie_sep', 'in', datetime.datetime(2019, 11, 7, 9, 57, 21), 70, 'RT @cantonaisme: Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jem…', 'Bekasi']"
408,"['rambardy', 'in', datetime.datetime(2019, 11, 7, 9, 18, 53), 0, '@cantonaisme @mrtjakarta @TMCPoldaMetro @DivHumas_Polri lebih baik dari polisi2 di pondok indah.', 'Batcave']"
409,"['cantonaisme', 'in', datetime.datetime(2019, 11, 7, 8, 51, 25), 70, 'Pak Polisi yang baik ini membantu seorang ibu bawain barangnya untuk menuruni tangga di stasiun @mrtjakarta Benhil.\n\n2 jempol untuk kebaikan hatinya.\nSemoga diberikan selalu rejeki dan kesehatan pak!\n\ncc: @TMCPoldaMetro @DivHumas_Polri https://t.co/06K8hRlhiU', '']"
410,"['BelangaID', 'in', datetime.datetime(2019, 11, 7, 6, 53, 51), 0, 'Btw tempat ini sangat mudah diakses oleh transportasi umum loh bisa pakai @PT_TransJakarta atau @mrtjakarta bebas mau pilih yang mana. Kalo TJ bisa turun di Halte CSW, sementara MRT turun si Stasiun ASEAN atau Blok M.', 'Indonesia']"
411,"['FachryAchmadP', 'in', datetime.datetime(2019, 11, 7, 6, 40, 50), 0, '@mrtjakarta mhn disediakan tmpt sampah di area platform. ga masuk akal lah klo alasan ga disediakan ""krn area berbayar &amp; dilarang makan"". emang sampah cuma dari aktivitas makan minum? budaya baik itu jg perlu didukung fasilitas yg memadai. tks atas kesediaannya belajar.', '']"
412,"['Syahdiyan_Srg', 'in', datetime.datetime(2019, 11, 7, 5, 28, 2), 0, '@PT_TransJakarta @DKIJakarta @lrtjkt @mrtjakarta Mau tanya min, apa sihh perbedaan Kartu yg DKI dengan BNI.. soalnya saya tanya petugas jawabnya pada beda2, jd bingung..\nApa kah yg BNI sudah bisa pakai untuk semua angkutan khususnya kereta, atau DKI jg bisa..\nMohon pencerahannaya 🙏', 'Jakarta Selatan, DKI Jakarta']"
413,"['daraja_amron', 'in', datetime.datetime(2019, 11, 7, 3, 50, 10), 0, '@mkusumawijaya @mrtjakarta tolong ikut sosialisasikan', 'bismillahirrahmaanirrahiim']"
414,"['khoeadrian', 'in', datetime.datetime(2019, 11, 7, 3, 14, 29), 0, '@DinasPemel @aniesbaswedan @DKIJakarta @JakartaTourism @mrtjakarta @PT_TransJakarta Mohon maaf karena sy melalui jalan tersebut sambil berkendara, jadi tidak memungkinkan untuk mengambil foto lokasi. Tapi daerah Tomang sudah rapi. Tks.', 'Jakarta, Indonesia']"
415,"['sisandhy', 'in', datetime.datetime(2019, 11, 7, 2, 31, 29), 0, '@kompascom Dikabulkan kah @mrtjakarta ?', '']"
416,"['Donijack', 'in', datetime.datetime(2019, 11, 7, 2, 12, 6), 0, '@mrtjakarta itu SOP security stasiun Hj Nawi buat penumpang memang sampai buka-buka tas segala seblm masuk? Percuma ada stick metal detector. Bikin lama aja.', 'Indonesia']"
417,"['nurlinaasari', 'in', datetime.datetime(2019, 11, 7, 1, 34, 54), 0, '@mrtjakarta  Untuk barang yang ketinggalan di area mrt (toilet mrt), bisa kontak kemana yaa? Terima kasih, mohon infonya🙏', 'Indonesia-Calabasas,CA']"
418,"['alindiadlina', 'in', datetime.datetime(2019, 11, 7, 1, 27, 1), 0, 'Hallo @mrtjakarta untuk barang tertinggal di toilet area stasiun mrt bisa contact kemana ya?', 'Bogor, Indonesia.']"
419,"['djaluatmodjo', 'in', datetime.datetime(2019, 11, 7, 1, 25, 11), 0, 'Sejauh mata memandang bersiiih gak ada sampah berikut tempatnya.. kasilah pak biar gampang atuuh deket pojokan kek..\n@RadioElshinta @SonoraFM92 @mrtjakarta \n#MRTWeek2019 https://t.co/pOu8pF0oEB', 'des indies']"
420,"['dionrizki', 'in', datetime.datetime(2019, 11, 7, 1, 6, 6), 0, 'JUAL VOUCHER IRIT GO RIDE, DISKON SAMPAI 70%\n\n* 12 Voucher gojek senilai 96 RB, hanya beli 28 RB saja loh.\n\n* 6voucher go ride senilai 48 RB, hanya 18 RB saja.\n\nReseller harga lebih murah\nBerminat Hub 081382532523\n@CommuterLine \n#gojek \n#ojol \n#busway\n@mrtjakarta \n#ronaldo\n#juve https://t.co/9ehyNXMkHK', 'Jakarta,Indonesia']"
421,"['ginaclef', 'in', datetime.datetime(2019, 11, 7, 0, 43, 34), 0, 'Baru tau ada ginian di stasiun mrt bundaran hi. Senang bisa bikin mood bagus pagi-pagi, tapi sayang banget gak keliatan photo creditsnya :( @mrtjakarta https://t.co/7evX2fiQWc', '❀']"
422,"['ameliafg_', 'in', datetime.datetime(2019, 11, 7, 0, 41, 54), 0, 'Pagi (@ Stasiun MRT Cipete Raya - @mrtjakarta in Jakarta Selatan, DKI Jakarta) https://t.co/1PKLCY5ydB', 'ÜT: -8.727692,115.179073']"
423,"['whoisimam', 'in', datetime.datetime(2019, 11, 7, 0, 35, 46), 0, '@mrtjakarta perlu banget ya bukabuka tas dijamjam sibuk kek gini? urgensinya apa sih', 'Jakarta Capital Region']"
424,"['BisKota_', 'in', datetime.datetime(2019, 11, 7, 0, 25, 29), 2, 'RT @yadiwinarto: Contoh: \n\n“Eh tau nggak sih lo? Sekarang kalau mau naik @mrtjakarta dari ragunan udah bisa langsung naik TJ lho!” \n\nJadi S…', 'Jabodetabek']"
425,"['IngeBolitaPrad', 'in', datetime.datetime(2019, 11, 7, 0, 23, 29), 6, 'RT @mrtjakarta: Demi menjaga keamanan dan kenyamanan penumpang di stasiun, para staff di stasiun dibantu oleh para petugas keamanan.\n\nPetug…', 'Jakarta, Indonesia']"
426,"['yadiwinarto', 'in', datetime.datetime(2019, 11, 7, 0, 21, 39), 0, '@maulanagituri @mrtjakarta Kalau saya tentu saja. Kalau @mrtjakarta nggak tau buzzer Tije atau bukan', 'Jakarta']"
427,"['maulanagituri', 'in', datetime.datetime(2019, 11, 7, 0, 20, 41), 0, '@yadiwinarto @mrtjakarta pertanyaaan yang sama https://t.co/FZh90DfOv5', 'ÜT: -6.366615,106.823257']"
428,"['OkaAditya', 'in', datetime.datetime(2019, 11, 7, 0, 20, 7), 0, '@mrtjakarta kapan mau dibalikin lagi stickernya bro? \n@trotoarian @RadioElshinta @DKIJakarta https://t.co/mCNdqMscPI', 'Jakarta, Indonesia']"
429,"['yadiwinarto', 'in', datetime.datetime(2019, 11, 7, 0, 15, 5), 2, 'Contoh: \n\n“Eh tau nggak sih lo? Sekarang kalau mau naik @mrtjakarta dari ragunan udah bisa langsung naik TJ lho!” \n\nJadi Seru kan? https://t.co/u6GeaDcpkI', 'Jakarta']"
430,"['Zya59012339', 'in', datetime.datetime(2019, 11, 7, 0, 8, 8), 0, '@mrtjakarta Mohon diberikan kemudahan pejalan kaki dari Banjarsari menuju Stasiun MRT Fatmawati.  Tidak ada penyeberangan resmi.  Sangat berbahaya.', '']"
431,"['elhadeyete', 'in', datetime.datetime(2019, 11, 6, 23, 24, 30), 0, 'Sejengkal tanah di pojok jl. Fatmawati ini, punya @mrtjakarta atau @DKIJakarta ?drpd kosong &amp; jd pangkalan ojol mending jadi RTH. https://t.co/sM4X0wq8Y1', 'Sawang Mangu City']"
432,"['al_dagelan', 'in', datetime.datetime(2019, 11, 6, 19, 0, 59), 0, '@PT_TransJakarta @mrtjakarta Inovasi itu perlu tapi jangan terlalu mengejar pembukaan rute2 baru kaji ulang yang rute yang sudah dibuka dan penumpang selalu kosong rute jalan2  perhatikan rute2 yang perlu ditambah armada target2 pelanggan itu mudah cuma bagaimana menlayani yang baik', 'indonesia']"
433,"['chimin231', 'in', datetime.datetime(2019, 11, 6, 18, 1, 12), 0, '@indomymenfess Coba tanya aja nder brp fee ads di sini @mrtjakarta', 'Indonesia']"
434,"['ichsanalinew', 'in', datetime.datetime(2019, 11, 6, 17, 18, 58), 0, 'kereta @mrtjakarta terakhir pukul 23:42 WIB dari stasiun senayan! mantapppp💯 https://t.co/OMysbMY3Gf', 'Penajam Paser Ngalor']"
435,"['itsaleey', 'in', datetime.datetime(2019, 11, 6, 16, 56, 35), 11, 'RT @nasuhaalii: Hari ini berkesempatan mencoba @mrtjakarta Dari Bundaran HI. Tapi, karena keterbatasan waktu (a.k.a kesorean) jadi cuma sam…', '']"
436,"['vanteka_', 'in', datetime.datetime(2019, 11, 6, 15, 49, 57), 0, '🤗🤗🤗 TERIMAKASIH @tokopedia @mrtjakarta \n\nGemes bngt 😖💜 @BTS_twt https://t.co/NI7cX7flg5', 'Indonesia']"
437,"['aksept', 'in', datetime.datetime(2019, 11, 6, 15, 24, 10), 0, 'Bugar Malam\n\nPenasaran sama jembatan yg diangkat atapnya ini, apa bener viewnya bagus. Ternyata beneran bagus view kedua arah dari atas jembatan ini. Jembatan ini dekat sekali dari pintu keluar stasiun @mrtjakarta… https://t.co/my252ww3ax', 'Jakarta Capital Region']"
438,"['Ijuull_', 'in', datetime.datetime(2019, 11, 6, 13, 12, 17), 0, '@Telkomsel @mrtjakarta iyah turun ke bawah menuju peron tiba2 sinyal internet gak ada min', '']"
439,"['adhalia_karimah', 'in', datetime.datetime(2019, 11, 6, 13, 11, 49), 0, 'Halo @mrtjakarta, apakah 1 emoney bisa dipakai tap in/out beberapa orang sekaligus? Misalnya 1 keluarga yg mau naik MRT tapi hanya pakai 1 emoney', 'Citra Indah, Jonggol']"
440,"['Telkomsel', 'in', datetime.datetime(2019, 11, 6, 12, 42, 49), 0, '@Ijuull_ @mrtjakarta [2]Terima kasih untuk tetap menggunakan produk Telkomsel :) -Devan', 'Indonesia']"
441,"['Telkomsel', 'in', datetime.datetime(2019, 11, 6, 12, 42, 41), 0, '@Ijuull_ @mrtjakarta [1]Halo, Kak Nozel. Maaf banget ya udah bikin gak nyaman. Apakah yang dimaksud kendala sinyal tidak stabil berdampak pada tidak bisa akses data internet? Jika iya, Mimin informasikan saat ini sedang ada peningkatan sistem pada layanan kami. Diharapkan dapat selesai secepatnya.', 'Indonesia']"
442,"['Ijuull_', 'in', datetime.datetime(2019, 11, 6, 12, 14, 1), 0, '@mrtjakarta @Telkomsel sinyal internet di stasiun bundaran HI kenapa yah tiba2 mati pas turun ke area peron', '']"
443,"['Dimas80208467', 'in', datetime.datetime(2019, 11, 6, 12, 7, 49), 0, '@PT_TransJakarta @mrtjakarta Dukuh atas2- Pulo gadung', '']"
444,"['sriwind33490594', 'in', datetime.datetime(2019, 11, 6, 11, 52, 55), 14, 'RT @kemenhub151: Kemarin (20/4) Menhub @BudiKaryaS  mendampingi Presiden @jokowi meninjau transportasi publik @mrtjakarta dari stasiun Bund…', 'Indonesia']"
445,"['ikanflying', 'in', datetime.datetime(2019, 11, 6, 11, 16, 25), 0, '@mrtjakarta hari ini mrt stasiun setiabudi beroperasi sampai jam berapa ya', '']"
446,"['fanfaneysa', 'in', datetime.datetime(2019, 11, 6, 11, 4, 29), 0, '@mrtjakarta ini di mana rasa kepedulian terhadap lansia &amp; ibu hamil?Kondisi hujan deras tapi gak ada KURSI PRIORITAS setelah keluar tap kartu?Duduk di bawah gak boleh, posisi toilet &amp; mushola jg ada di dalam. Ada nenek2 duduk ditegur security. Masa kalo mau duduk harus tap kartu? https://t.co/T0dga5IxSC', 'Wonderland']"
447,"['M4QIN', 'in', datetime.datetime(2019, 11, 6, 10, 34, 9), 0, '@abindakurtubi @PT_TransJakarta @mrtjakarta Terimakasih informasinya. Sangat membantu', 'Jakarta Timur, DKI Jakarta']"
448,"['amiesavitri', 'in', datetime.datetime(2019, 11, 6, 10, 29, 17), 0, '@mrtjakarta @CommuterLine di Jepang mulai terlihat poster cara ""baru"" dan lebih baik dalam menaiki eskalator. Yakni berdiri diam tanpa jalan. Di Jakarta sebaiknya dipikirkan ulang nih pola naik eskalator yang sebelumnya ""meniru"" Jepang https://t.co/l5CGby6qGS', 'Jakarta, Indonesia']"
449,"['ElshintaDotcom', 'in', datetime.datetime(2019, 11, 6, 7, 47, 8), 0, 'Lengkapi MRT, uji coba LRT Cibubur-Cawang dilakukan bulan ini\n\n@mrtjakarta @officialLRT1 @lrtjkt \nhttps://t.co/ZXmkR7B72R', 'Indonesia']"
450,"['klisin', 'in', datetime.datetime(2019, 11, 6, 5, 32, 7), 0, 'Menunggu @mrtjakarta nyaman sekali, sambil membaca #MemulihkanSekolahMemulihkanManusia karya pak @Haidar_Bagir , terimakasih sudah menulis buku bermanfaat https://t.co/j7InJBRP2O', 'Jakarta']"
451,"['GabyKalalo', 'in', datetime.datetime(2019, 11, 6, 5, 11, 50), 0, '@mrtjakarta Terima kasih, untuk pemandunya mungkin bisa disiapkan 1 yang standby di stasiun yang ramai, jika sewaktu-waktu ada pengunjung rombongan yang belum tahu mekanismenya (seperti kelompok rentan ini).', '']"
